dark_green,98.2608,59.369,36.9713
dark_green,132.659,40.401,25.7655
dark_green,135.966,91.571,55.0318
dark_green,76.7285,44.0409,66.504
dark_green,158.714,46.0321,75.8885
dark_green,138.52,87.7609,53.9314
dark_green,154.521,66.7262,48.5672
dark_green,76.1279,31.6411,69.171
dark_green,153.719,25.8658,22.7796
dark_green,110.772,98.9859,77.5238
dark_green,163.545,64.4927,75.3069
dark_green,101.75,30.8054,64.2233
dark_green,72.1096,72.648,54.4289
dark_green,83.0873,45.6174,40.5012
dark_green,81.4135,99.9664,46.4888
dark_green,140.176,52.8166,53.9897
dark_green,142.714,97.5254,78.7209
dark_green,113.214,55.6318,67.3431
dark_green,145.982,94.3345,76.5033
dark_green,89.717,58.0798,76.8478
dark_green,119.079,47.8474,57.9476
dark_green,97.529,20.0843,34.1203
dark_green,82.9253,86.4071,63.5595
dark_green,136.116,47.3868,74.4949
dark_green,148.349,35.6702,29.8336
dark_green,135.201,68.295,46.9459
dark_green,158.419,44.4438,54.6445
dark_green,76.1563,50.5521,61.83
dark_green,87.6702,44.5096,38.464
dark_green,94.4553,41.3347,75.3603
dark_green,160.35,86.7031,43.9243
dark_green,160.874,49.7957,36.3255
dark_green,130.7,98.2095,59.6832
dark_green,99.2631,29.6947,57.4769
dark_green,109.737,93.3305,50.9957
dark_green,74.13,65.2701,52.2596
dark_green,138.306,59.1643,41.93
dark_green,95.1505,65.1431,20.1514
dark_green,137.161,97.4436,21.1206
dark_green,106.126,43.633,35.1739
dark_green,114.451,75.489,39.1381
dark_green,74.0003,45.2984,49.5623
dark_green,109.275,58.2716,64.0395
dark_green,70.4847,66.7532,62.5474
dark_green,114.992,50.491,22.4231
dark_green,101.562,36.8247,36.5275
dark_green,117.819,55.2498,50.3434
dark_green,153.362,47.5218,63.8506
dark_green,119.823,51.4854,39.2957
dark_green,140.399,77.2548,62.6475
dark_green,136.049,96.984,70.7718
dark_green,160.833,60.5329,21.5858
dark_green,104.18,50.5363,49.7129
dark_green,119.929,90.3273,40.4062
dark_green,146.289,33.8817,68.8875
dark_green,114.669,54.538,43.5647
dark_green,125.322,62.2702,74.0587
dark_green,101.743,34.2833,38.638
dark_green,153.251,63.2307,51.9825
dark_green,140.229,20.8642,52.7175
dark_green,139.977,93.3125,36.6073
dark_green,87.2018,35.7128,46.4287
dark_green,117.551,53.5027,63.6435
dark_green,141.276,69.562,64.0398
dark_green,154.182,66.0778,30.9681
dark_green,95.8737,46.663,71.5457
dark_green,73.6875,37.9312,61.1026
dark_green,131.201,82.9256,74.6096
dark_green,161.443,49.3203,55.1125
dark_green,109.639,90.2449,69.6768
dark_green,90.8296,57.0447,38.1391
dark_green,141.569,26.7052,25.6782
dark_green,152.743,80.2201,54.9119
dark_green,140.53,42.4296,71.3006
dark_green,148.043,77.667,21.8971
dark_green,137.321,22.7531,50.7993
dark_green,105.546,75.1021,20.3042
dark_green,89.9061,42.6349,27.1013
dark_green,80.6867,32.0581,48.4853
dark_green,101.26,65.2173,23.1483
dark_green,112.697,27.3893,51.4246
dark_green,72.2437,47.5724,32.3419
dark_green,70.1472,88.4906,33.7456
dark_green,163.917,89.0196,38.574
dark_green,112.456,79.2288,39.0066
dark_green,120.614,31.2741,21.6182
dark_green,73.9798,35.5275,54.9285
dark_green,145.531,37.8389,35.8672
dark_green,106.208,83.2499,27.4011
dark_green,149.355,96.83,55.76
dark_green,125.629,77.4149,44.8199
dark_green,93.751,36.8961,25.4995
dark_green,102.3,81.9193,42.1054
dark_green,125.471,65.266,73.0482
dark_green,109.576,66.6625,46.4498
dark_green,75.0182,43.4517,39.634
dark_green,157.088,28.2587,67.0588
dark_green,116.306,74.549,48.4893
dark_green,84.1332,76.7484,47.6443
dark_green,151.514,21.1279,34.1839
dark_green,89.2911,53.6739,52.1135
dark_green,149.583,52.141,72.4925
dark_green,119.716,37.7546,23.8124
dark_green,161.859,93.1401,78.0899
dark_green,127.402,55.7283,74.4041
dark_green,126.082,44.8692,22.2755
dark_green,76.2994,26.924,75.1287
dark_green,113.905,61.4826,66.244
dark_green,163.275,59.398,73.9711
dark_green,108.01,32.8395,34.407
dark_green,92.3232,99.6341,71.5685
dark_green,81.1363,66.9394,29.1378
dark_green,100.761,85.7196,37.8186
dark_green,148.38,54.5996,69.1976
dark_green,73.5249,68.7764,37.276
dark_green,150.366,21.4261,67.2146
dark_green,117.997,37.0275,34.4313
dark_green,158.944,43.3708,28.8978
dark_green,107.839,65.2591,63.3457
dark_green,158.144,74.373,44.4524
dark_green,146.753,94.833,75.4085
dark_green,154.229,38.6518,51.2522
dark_green,79.0222,20.3099,22.9692
dark_green,90.8302,26.2862,26.548
dark_green,89.1471,82.2407,73.3008
dark_green,87.8967,70.4253,37.6608
dark_green,128.411,54.2007,40.1595
dark_green,71.132,87.9624,45.1982
dark_green,158.377,20.9521,75.4284
dark_green,149.602,37.9061,46.3086
dark_green,82.5526,90.5831,48.9038
dark_green,142.257,33.5984,50.8012
dark_green,74.7002,94.9388,24.2019
dark_green,113.475,96.065,32.3632
dark_green,108.929,28.1265,54.9459
dark_green,116.381,53.1628,39.2243
dark_green,118.211,73.4219,54.6146
dark_green,153.098,92.4257,54.3652
dark_green,145.475,58.5273,41.9806
dark_green,137.34,91.0499,21.5643
dark_green,82.52,51.3442,69.7399
dark_green,153.42,65.9547,65.8166
dark_green,87.8036,79.8716,64.9681
dark_green,136.133,59.5471,78.6046
dark_green,82.8461,36.7805,67.7044
dark_green,144.947,44.368,58.5491
dark_green,159.218,93.9883,22.8322
dark_green,71.6586,45.3616,48.5047
dark_green,155.842,93.5361,62.0935
dark_green,115.958,93.4254,69.0601
dark_green,153.396,72.8555,75.2163
dark_green,163.768,58.7188,62.577
dark_green,127.02,63.8939,57.5492
dark_green,116.289,36.4545,61.5513
dark_green,72.9023,68.0766,59.9742
dark_green,147.815,71.0174,66.5364
dark_green,117.082,61.1172,30.3943
dark_green,76.9988,57.0662,20.1283
dark_green,91.139,81.4103,26.1716
dark_green,98.2935,68.7143,26.0715
dark_green,139.131,55.3998,47.9597
dark_green,161.362,22.3372,35.2327
dark_green,87.6772,67.3659,56.1286
dark_green,99.0695,50.273,55.4965
dark_green,106.86,34.6406,73.3512
dark_green,129.016,77.0237,62.9605
dark_green,160.614,92.4704,42.2623
dark_green,132.769,80.1592,23.5117
dark_green,107.513,24.202,64.1002
dark_green,119.853,75.0126,42.2101
dark_green,143.532,43.7294,34.2099
dark_green,86.7602,55.3958,52.2717
dark_green,89.9435,79.1355,57.2111
dark_green,72.6593,44.0112,73.4873
dark_green,70.3037,63.8995,26.8079
dark_green,156.666,49.8604,31.973
dark_green,88.2786,76.9601,68.4822
dark_green,78.6608,62.4042,47.1066
dark_green,151.604,67.2024,65.0627
dark_green,161.028,35.1539,43.4009
dark_green,94.5403,26.6381,75.2215
dark_green,70.2893,80.4507,53.0039
dark_green,139.324,42.7605,70.4433
dark_green,115.579,21.896,53.3511
dark_green,154.943,55.9897,31.9154
dark_green,163.816,65.3689,72.9334
dark_green,122.59,58.786,77.5083
dark_green,136.723,29.3218,56.1335
